,Name,Brand,Price,Old Price,Discount,Stock,Rating,Reviews,First Comment,Second Comment,Price_Diff,Seller_Evaluation,Seller_Abonne_Number,Shipping_Speed,Quality_Score,Consumer_Review,Cluster
0,"Boutique OfficielleLogitech M90 Souris Filaire USB, Suivi Optique 1000 PPP, Ambidextre, Compatible avec PC/Mac/Portable - Gris", Logitech ,39.0,69.0,43,High Stock,3.5 ,6,0.0,0.0,30.0,100,0,neutre,neutre,neutre,1
1,Boutique OfficielleSony Casque CH520 Bluetooth Noir (WH-CH520 /BZ), Sony ,599.0,799.0,25,No Info,4.6 ,8,0.0,0.0,200.0,94,67,ExcellentScore ,Bon,Excellent,1
2,Boutique OfficielleLenovo PC PORTABLE ThinkPad L570 -Core i5-6TH GEN-SSD 256Go -8Go-AZERTY-REMIS A NEUF, Lenovo ,2999.0,4499.0,33,No Info,2.3 ,6,0.0,0.0,1500.0,46,249,BonScore ,Très Mauvais,Moyen,2
3,"Boutique OfficielleLogitech Zone Vibe 100 Casque d'écoute léger sans fil avec Micro anti-bruit de fond, Écouteurs Bluetooth multipoint avancés, Fonctionne avec Teams, Google Meet, Zoom, Mac/PC- Graphite", Logitech ,1199.0,1999.0,40,Low Stock,0 ,0,0.0,0.0,800.0,100,0,neutre,neutre,neutre,1
4,"Boutique OfficiellePack gaming all in one 4 en 1 clavier gamer, souris 7 buttons + casque et tapis",Autre,210.0,409.5,49,High Stock,3.8 ,64,0.0,0.0,199.5,74,2161,ExcellentScore ,Moyen,Moyen,0
5,"DELL Optiplex 3020 MT Intel Celeron @ 2.7GHz - RAM 4Go , HDD 500Go (Remis à Neuf)", DELL ,530.0,1250.0,58,Low Stock,4.2 ,26,0.0,0.0,720.0,74,788,ExcellentScore ,Mauvais,Bon,1
6,"Console de jeu vidéo sans fil, écran HD 4K 64Gb HDMI avec 10000 jeux + 2 Manettes",Autre,255.0,510.0,50,High Stock,3.8 ,56,0.0,0.0,255.0,74,2161,ExcellentScore ,Moyen,Moyen,0
7,Epson EcoTank L3250 Imprimante WiFi multifonction à réservoirs rechargeables, Epson ,1875.0,2500.0,25,No Info,3.8 ,15,0.0,0.0,625.0,66,203,BonScore ,Moyen,Moyen,2
8,"Boutique OfficielleJedel Clavier Mécanique KL-95 à lumière mixte, avec effet de lumière RGB personnalisé", Jedel ,248.0,475.0,48,No Info,4.4 ,125,0.0,0.0,227.0,74,2161,ExcellentScore ,Moyen,Moyen,0
9,"Caméra de surveillance extérieure sans fil, avec panneau solaire et audio PIR, 4G et Wifi",Autre,1399.0,2090.0,33,High Stock,5 ,1,0.0,0.0,691.0,74,2161,ExcellentScore ,Moyen,Moyen,0
10,XIAOMI Mi Smart Camera C200 1080P Caméra Surveillance WiFi intérieure 360° qualité, XIAOMI ,343.0,529.0,35,High Stock,4.8 ,32,0.0,0.0,186.0,86,3586,ExcellentScore ,Bon,Bon,0
11,Dml Casque Gamer  casque PC avec  son surround casque antibruit avec micro et lumière LED, Dml ,145.0,159.0,9,No Info,4.1 ,110,0.0,0.0,14.0,86,541,ExcellentScore ,Bon,Bon,1
12,"TP-Link Point d'Acces 1200Mbps Dual Band Wi-Fi - Access Point , Répéteur WiFi 2 in 1 Archer C54", TP-Link ,499.0,750.0,33,Low Stock,4.3 ,3,0.0,0.0,251.0,60,576,BonScore ,Très Mauvais,Excellent,1
13,"Boutique OfficielleLogitech G733 Casque gaming sans fil LIGHTSPEED avec bandeau de suspension, LIGHTSYNC RVB, technologie de micro Blue VO!CE et transducteurs audio PRO-G - Blanc", Logitech ,1499.0,2099.0,29,Low Stock,0 ,0,0.0,0.0,600.0,100,0,neutre,neutre,neutre,1
14,mifoy Pack Combo Clavier de Jeu + Souris GM100 6 Boutons RGB Capteur Optique DPI LED, mifoy ,139.0,299.0,54,High Stock,4 ,40,0.17500000000000002,0.0,160.0,74,2161,ExcellentScore ,Moyen,Moyen,0
15,"Boutique OfficielleLenovo Sac à dos ThinkPad Sac de voyage manche en velours, grande capacité", Lenovo ,169.0,250.0,32,High Stock,4.4 ,134,0.0,0.0,81.0,86,541,ExcellentScore ,Bon,Bon,1
16,"Support pliable pour ordinateur Portable Mac et PC, en Aluminium, Support Antidérapant",Autre,75.0,195.0,62,High Stock,4.2 ,111,0.0,0.0,120.0,74,2161,ExcellentScore ,Moyen,Moyen,0
17,"Boutique OfficiellePack gaming all in one 4 en 1 clavier gamer, souris 7 buttons + casque et tapis",Autre,210.0,409.5,49,High Stock,3.8 ,64,0.0,0.0,199.5,74,2161,ExcellentScore ,Moyen,Moyen,0
18,G2000 Casque Gaming,Autre,149.0,649.0,77,No Info,4.1 ,35,0.0,0.0,500.0,74,788,ExcellentScore ,Mauvais,Bon,1
19,XIAOMI Monitor A22i 2145in 24W Max 75Hz Aspect ratio 169, XIAOMI ,853.0,1099.0,22,No Info,4.7 ,26,0.0,0.0,246.0,86,3586,ExcellentScore ,Bon,Bon,0
20,mifoy M10 Souris Filaire Optique USB Effet Lumineuse RGB E-sport pour Ordinateur, mifoy ,25.0,70.0,64,High Stock,3.8 ,320,0.0,0.0,45.0,74,2161,ExcellentScore ,Moyen,Moyen,0
21,"Tapis de Souris Pour PC Bureau, PC Portable",Autre,23.0,35.0,34,High Stock,4.1 ,33,0.0,0.0,12.0,86,541,ExcellentScore ,Bon,Bon,1
22,Western Digital Disque dur Externe 500GB - WD Elements™ - USB 3.0, Western Digital ,219.0,750.0,71,No Info,4.3 ,68,0.0,0.0,531.0,94,189,BonScore ,Excellent,Excellent,1
23,Razer Tapis de souris lines 900 x 300 MM Tapis gamer souris et clavier Gaming Mouse Pad, Razer ,49.0,49.0,0,High Stock,4.3 ,4,0.0,0.0,0.0,94,354,ExcellentScore ,Excellent,Bon,1
24,Boutique OfficielleSH 3200 DPI réglables et 7D LED Optique Souris de jeu filaire USB pour Gamer PC, SH ,65.0,150.0,57,High Stock,4.4 ,78,0.0,0.4666666666666666,85.0,74,2161,ExcellentScore ,Moyen,Moyen,0
25,Adaptateur hdmi vga - hdmi vert vga - hdmi to vga, Adaptateur ,39.5,65.0,39,High Stock,4.1 ,321,0.0,0.0,25.5,86,541,ExcellentScore ,Bon,Bon,1
26,"Boutique OfficielleLogitech H111 Casque Filaire, Ecouteurs Stéréo avec Micro Anti-Parasite, Jack Audio 3,5mm, PC/Mac/Portable/Smartphone/Tablette - Noir", Logitech ,99.0,169.0,41,High Stock,4.4 ,22,0.0,0.35694444444444445,70.0,100,0,neutre,neutre,neutre,1
27,"Boutique OfficielleLogitech M171 Souris Sans Fil pour PC, Mac, Ordinateur portable, 2,4 GHz avec Mini-récepteur USB, Suivi Optique, Autonomie de Piles de 12 mois, Ambidextre- Noir", Logitech ,99.0,169.0,41,High Stock,4.8 ,6,0.375,0.0,70.0,100,0,neutre,neutre,neutre,1
28,Boutique Officiellemifoy Souris Gaming USB GM100 6 Boutons RGB Capteur Optique 1200 à 3200 DPI LED - Noir, mifoy ,59.0,190.0,69,High Stock,4.3 ,109,0.0,0.0,131.0,74,2161,ExcellentScore ,Moyen,Moyen,0
29,"Boutique OfficielleLogitech M90 Souris Filaire USB, Suivi Optique 1000 PPP, Ambidextre, Compatible avec PC/Mac/Portable - Gris", Logitech ,39.0,69.0,43,High Stock,3.5 ,6,0.0,0.0,30.0,100,0,neutre,neutre,neutre,1
30,Boutique OfficielleHp PC PORTABLE HP ELITEBOOK 840 G5 8ÉME GÉN-CORE I5-8Go-256 Go SSD-Remise à neuf, Hp ,2990.0,6599.0,55,No Info,4.2 ,12,0.0,0.0,3609.0,46,249,BonScore ,Très Mauvais,Moyen,2
31,"DELL Optiplex 3020 MT Intel Celeron @ 2.7GHz - RAM 4Go , HDD 500Go (Remis à Neuf)", DELL ,530.0,1250.0,58,Low Stock,4.2 ,26,0.0,0.0,720.0,74,788,ExcellentScore ,Mauvais,Bon,1
32,DELL Pc OptiPlex i5 4éme Gén 8Go Ram 500Go HDD +  Souris et Clavier - Remis à Neuf, DELL ,849.0,1300.0,35,No Info,3.8 ,25,0.0,0.0,451.0,80,66,BonScore ,Excellent,Moyen,1
33,Support pour pc portable en aluminium ajustables en 7 positions multifonction,Autre,65.99,90.0,27,High Stock,4.2 ,18,0.0,0.0,24.010000000000005,86,160,ExcellentScore ,Bon,Bon,1
34,"Boutique OfficielleLogitech MK270 Combo Clavier et Souris Sans Fil pour Windows, disposition française, Sans Fil 2,4 GHz, Souris Compacte, 8 Multidispositfs et Raccourcis Touches, Piles 2 Ans, PC et ordinateur portable", Logitech ,239.0,399.0,40,High Stock,4.3 ,9,0.0,0.0,160.0,100,0,neutre,neutre,neutre,1
35,mifoy Pack Combo Clavier Gaming + Souris USB M10 RGB Backlighting effect pour PC, mifoy ,135.0,250.0,46,High Stock,3.7 ,29,0.0,0.0,115.0,74,2161,ExcellentScore ,Moyen,Moyen,0
36,"mifoy Souris Gaming M10 Filaire Optique Effet Lumineuse RGB pour PC Portable, Bureau", mifoy ,29.0,95.0,69,High Stock,4 ,63,0.0,0.0,66.0,74,2161,ExcellentScore ,Moyen,Moyen,0
37,Dml Casque Gamer  casque PC avec  son surround casque antibruit avec micro et lumière LED, Dml ,145.0,159.0,9,No Info,4.1 ,110,0.0,0.0,14.0,86,541,ExcellentScore ,Bon,Bon,1
38,mifoy Pack Combo Clavier de Jeu + Souris GM100 6 Boutons RGB Capteur Optique DPI LED, mifoy ,139.0,299.0,54,High Stock,4 ,40,0.17500000000000002,0.0,160.0,74,2161,ExcellentScore ,Moyen,Moyen,0
39,"Boutique OfficielleXIAOMI Mi LCD Writing Tablet 13.5"" - Blanc", XIAOMI ,170.0,290.0,41,High Stock,4.3 ,49,0.0,0.0,120.0,100,0,neutre,neutre,neutre,1
40,"Grand tapis de souris de jeu tapis de souris tapis de clavier, tapis de bureau Gamer, bureau",Autre,119.0,129.0,8,High Stock,4.5 ,93,0.75,0.37857142857142856,10.0,94,354,ExcellentScore ,Excellent,Bon,1
41,cartable sac a dos swiss gear original,Autre,299.0,450.0,34,No Info,4.5 ,37,0.0,0.0,151.0,86,541,ExcellentScore ,Bon,Bon,1
42,"Sac pour pc portable, mallette pour pc, cartable, sacoche - 14 POUCES",Autre,99.0,299.0,67,No Info,4 ,16,0.0,0.375,200.0,80,52,ExcellentScore ,Moyen,Bon,1
43,Adaptateur VGA to HDMI Full HD - Convertisseur VGA vers HDMI,Autre,65.0,105.0,38,High Stock,3.8 ,72,0.0,0.0,40.0,86,541,ExcellentScore ,Bon,Bon,1
44,TAPIS DE SOURIS NOIR ANTIDÉRAPANTE CARBON,Autre,22.0,25.0,12,High Stock,4.1 ,23,0.0,0.1,3.0,86,160,ExcellentScore ,Bon,Bon,1
45,Ryval Clé USB R360 8Go, Ryval ,33.0,54.0,39,No Info,4.5 ,24,0.0,0.0,21.0,74,788,ExcellentScore ,Mauvais,Bon,1
46,Adaptateur Hight Qaulity Type C  4 in 1  HDMI+VGA+USB 3.0+DP, Adaptateur ,125.0,175.0,29,High Stock,4.2 ,48,0.0,0.0,50.0,86,541,ExcellentScore ,Bon,Bon,1
47,Kingston Clé USB - 64GB - USB Pour Stockage - USB 3.2 - DataTraveler EXODIA, Kingston ,79.0,120.0,34,No Info,4.5 ,35,0.0,0.0,41.0,86,541,ExcellentScore ,Bon,Bon,1
48,"TP-Link CLE USB Bluetooth 5.0 pour PC , smartphone", TP-Link ,159.0,199.0,20,No Info,4.8 ,20,0.0,0.0,40.0,86,160,ExcellentScore ,Bon,Bon,1
49,Tapis de souris Repose-poignet souple pour ordinateur de bureau,Autre,42.0,75.0,44,No Info,4.3 ,81,0.0,0.0,33.0,86,541,ExcellentScore ,Bon,Bon,1
50,Câble Réseau Ethernet RJ45  CAT6 15 Mètre,Autre,63.0,83.0,24,No Info,4.4 ,96,0.0,0.7,20.0,86,160,ExcellentScore ,Bon,Bon,1
51,General Seringue pâte thermique 30 grammes pour processeur CPU PC Refroidisseur, General ,32.0,54.0,41,High Stock,4.1 ,98,0.0,0.5,22.0,86,160,ExcellentScore ,Bon,Bon,1
52,Hp Imprimante Multifonction jet d'encre couleur DeskJet 2720 ALL-IN-ONE, Hp ,549.0,850.0,35,Low Stock,4 ,2,0.0,0.0,301.0,80,64,BonScore ,Excellent,Moyen,1
53,Otg Adaptateur OTG de type C à USB 3.0, Otg ,24.99,24.99,0,Low Stock,4.3 ,84,0.0,0.0,0.0,80,217,ExcellentScore ,Bon,Moyen,1
54,"Samsung Disque Dur Externe M3 STSHX-M500TCB 2,5"" - 500Go - USB 3.0", Samsung ,240.0,299.0,20,Low Stock,4.2 ,64,0.0,0.0,59.0,66,830,ExcellentScore ,Mauvais,Moyen,1
55,Hp PRODESK 600 G1 Tour Core i5 - 4590 3.30Ghz - 8Go - 500Go -DVD-RW Remis A Neuf, Hp ,950.0,1199.0,21,Low Stock,4.2 ,85,0.0,0.0,249.0,100,822,ExcellentScore ,Excellent,Excellent,1
56,Razer Tapis de souris Crystals 900 x 300 MM Tapis gamer souris et clavier Gaming Mouse Pad, Razer ,59.0,59.0,0,High Stock,4.3 ,7,0.0,0.0,0.0,94,354,ExcellentScore ,Excellent,Bon,1
57,TP-Link Adaptateur USB et Clé WiFi à gain élevé 300Mbps TL-WN822N, TP-Link ,135.0,300.0,55,High Stock,4.2 ,146,0.0,0.0,165.0,86,541,ExcellentScore ,Bon,Bon,1
58,Boutique OfficielleHp PC GAMER CORE I5-6éme Génération - RAM 8Go DDR4 - HDD 500Go + 128Go SSD - RADEON HD7570 - 1Go - GDDR5 - Remis à Neuf, Hp ,1699.0,3479.0,51,Low Stock,3.7 ,31,0.0,0.0,1780.0,74,788,ExcellentScore ,Mauvais,Bon,2
59,"Mini clavier et souris sans fil Bluetooth pour PC, iPad, téléphone, tablette",Autre,179.0,300.0,40,Low Stock,3.3 ,11,0.0,0.45499999999999996,121.0,74,2161,ExcellentScore ,Moyen,Moyen,0
60,"DELL Souris RGB rechargeable portable sans fil silencieuse Bluetooth et USB 2,4 GHz", DELL ,79.0,119.0,34,Low Stock,4.3 ,7,0.0,0.0,40.0,80,100,ExcellentScore ,Bon,Moyen,1
61,Hp PC GAMER i5 6éme Gén - 16GB RAM - 256GB SSD / 500GB HDD - NVIDIA GT 710 2GB - Windows 10 - remis à neuf, Hp ,2649.0,3500.0,24,No Info,3.9 ,10,-0.4,0.0,851.0,80,66,BonScore ,Excellent,Moyen,2
62,Razer Tapis de souris goliathus 900 x 300 MM Tapis gamer souris et clavier Gaming Mouse Pad, Razer ,89.0,89.0,0,High Stock,4.1 ,7,0.0,0.0,0.0,94,354,ExcellentScore ,Excellent,Bon,1
63,Tapis de souris Gaming,Autre,25.99,59.1,56,No Info,4.2 ,96,0.0,0.0,33.11,86,541,ExcellentScore ,Bon,Bon,1
64,Hp Pack cartouche d'origine 305 Noir + 305 Couleur, Hp ,356.0,356.0,0,Low Stock,4.4 ,14,0.0,0.0,0.0,80,68,BonScore ,Bon,Bon,1
65,R8 Souris gamer 7 Buttons 7200 DPI elegante gaming mouse, R8 ,119.0,399.0,70,High Stock,4.6 ,62,0.0,0.0,280.0,94,354,ExcellentScore ,Excellent,Bon,1
66,"Sandisk Clé USB 128GB V2.0 Flash Drive, Cruzer Blade DataTraveler", Sandisk ,113.0,199.0,43,High Stock,4.7 ,7,-0.2483526865641276,0.0,86.0,86,3586,ExcellentScore ,Bon,Bon,0
67,Laptop stand Support ordinateur portable en alliage d'aluminium réglable,Autre,89.0,149.0,40,High Stock,4.6 ,70,0.0,0.4333333333333333,60.0,86,160,ExcellentScore ,Bon,Bon,1
68,mifoy GM100 Souris de jeu gamer PRO RGB Capteur Optique 1200 à 3200 DPI LED 6 boutons, mifoy ,68.0,210.0,68,High Stock,4.3 ,278,0.0,0.0,142.0,74,2161,ExcellentScore ,Moyen,Moyen,0
69,"XIAOMI Mi Souris sans fil double mode, édition silencieuse 2.4GHz - Bluetooth mode", XIAOMI ,186.0,299.0,38,High Stock,4.5 ,33,0.15,0.0,113.0,86,3586,ExcellentScore ,Bon,Bon,0
70,"Boutique OfficielleSmartedge Adventures Sacoche Pc portable 15.6"" et 17"" 'Pratik' Noir", Smartedge Adventures ,129.0,200.0,36,High Stock,3.9 ,24,0.0,0.4366666666666667,71.0,94,67,ExcellentScore ,Bon,Excellent,1
71,"Sac pour pc portable, mallette pour pc, cartable, sacoche - 15 POUCES",Autre,99.0,299.0,67,No Info,3.2 ,13,0.0,0.0,200.0,80,52,ExcellentScore ,Moyen,Bon,1
72,Table PC Portable réglable et pliable avec Support Souris,Autre,185.9,245.0,24,High Stock,4.4 ,36,0.0,0.0,59.099999999999994,86,160,ExcellentScore ,Bon,Bon,1
73,"Mini lecteur de carte mémoire Flash TF, USB 2.0, Micro SD, adaptateur pour pc",Autre,12.0,25.0,52,High Stock,3.6 ,14,0.0,0.0,13.0,74,177,ExcellentScore ,Moyen,Moyen,1
74,Hp Laptop EliteBook CORE i5-6eme RAM 8Go/SSD 256Go Pack Gratuit  -Remis à neuf, Hp ,2599.0,5400.0,52,High Stock,1 ,1,0.0,0.0,2801.0,74,161,ExcellentScore ,Mauvais,Bon,2
75,High Speed 4 Port USB 3.0 Multi HUB Splitter Expansion USB,Autre,55.0,65.0,15,No Info,3.7 ,43,0.0,0.0,10.0,86,160,ExcellentScore ,Bon,Bon,1
76,Tapis de souris neon rog 900 x 300 MM tapis gamer souris et clavier Gaming Mouse Pad,Autre,79.0,99.0,20,No Info,4.5 ,11,-0.05,0.0,20.0,94,354,ExcellentScore ,Excellent,Bon,1
77,"Hp Imprimante Wi-Fi  (Impression,copie,numérisation) - DeskJet 2710 + Cable USB 2.0", Hp ,539.0,720.0,25,Low Stock,5 ,3,0.0,0.0,181.0,80,64,BonScore ,Excellent,Moyen,1
78,"Sac à dos ordinateur, business loisirs, voyage, cartable étudiant avec port USB",Autre,177.0,349.0,49,No Info,3.8 ,4,0.0,0.0,172.0,86,61,ExcellentScore ,Excellent,Moyen,1
79,"Boutique OfficielleLenovo Clés USB,1900 GB/2TB (Type-c et usb 3.0/2.0)", Lenovo ,229.0,349.0,34,Low Stock,4.3 ,15,0.0,0.0,120.0,80,30,ExcellentScore ,Excellent,Mauvais,1
80,Dml Casque Gaming Switch avec Micro Anti Bruit Filaire LED Lampe Stéréo Bass, Dml ,145.0,145.0,0,Low Stock,4.8 ,4,0.0,0.0,0.0,86,160,ExcellentScore ,Bon,Bon,1
81,Tapis de souris fluide et souple Noir Antidérapant carbon,Autre,23.0,45.0,49,High Stock,4.1 ,122,0.0,0.0,22.0,86,160,ExcellentScore ,Bon,Bon,1
82,Boutique OfficielleKRÖHLER Lecteur DVD port HDMI USB Afficheur, KRÖHLER ,149.0,299.0,50,No Info,3.9 ,42,0.0,0.0,150.0,74,262,ExcellentScore ,Moyen,Moyen,1
83,"Sac pour pc portable, mallette pour pc, cartable, sacoche - 14 POUCES",Autre,99.0,299.0,67,Low Stock,4 ,12,0.0,0.0,200.0,80,52,ExcellentScore ,Moyen,Bon,1
84,Support pour pc portable en aluminium ajustables en 7 positions multifonction,Autre,89.0,105.0,15,High Stock,4.3 ,106,0.0,0.0,16.0,86,541,ExcellentScore ,Bon,Bon,1
85,Adaptateur USB 2.0/3.0 vers 2.5 Sata-III Disque Dur-SSD-,Autre,61.0,150.0,59,No Info,4.2 ,183,0.0,1.0,89.0,86,160,ExcellentScore ,Bon,Bon,1
86,"Boutique OfficielleSH 2.4Ghz Souris sans Fil 6 Boutons 2400 DPI Réglable pour PC Portable, Bureau, MAC", SH ,75.0,245.0,69,High Stock,3.4 ,25,0.0,0.0,170.0,74,2161,ExcellentScore ,Moyen,Moyen,0
87,Boutique OfficielleSH Souris de jeu gamer PRO RGB Capteur Optique 1200 à 3200 DPI LED 6 boutons, SH ,68.0,140.0,51,High Stock,4.4 ,14,0.0,0.0,72.0,74,2161,ExcellentScore ,Moyen,Moyen,0
88,Aula Pack clavier + souris gaming mécanique avec 104 touches RGB anti-ghosting + KNOB, Aula ,259.0,390.0,34,High Stock,3.3 ,6,0.0,0.0,131.0,74,2161,ExcellentScore ,Moyen,Moyen,0
89,"Boutique OfficielleLogitech K120 Clavier Filaire pour Windows, USB Plug-and-Play, Taille Standard, Résistant Eclaboussures, Barre D'Espacement Incurvée, Compatible PC, Ordinateur Portable- Noir", Logitech ,89.0,149.0,40,No Info,4.3 ,16,0.0,0.0,60.0,100,0,neutre,neutre,neutre,1
90,Hp PC GAMER EliteDesk 800 i5-4590 8GB 128GB SSD FirePro V4900 GDDR5  - Remis à Neuf, Hp ,1375.0,1375.0,0,Low Stock,1 ,1,0.0,0.0,0.0,100,822,ExcellentScore ,Excellent,Excellent,1
91,"Boutique OfficielleSmartedge Adventures Sac &agrave; dos 'Explore' pour pc portable 15.6"" Noir", Smartedge Adventures ,249.0,350.0,29,No Info,4.8 ,4,0.0,0.0,101.0,94,67,ExcellentScore ,Bon,Excellent,1
92,WD Western Digital - Elements Disque Dur Externe Portable 500 GB USB 3.0, WD ,260.0,509.0,49,No Info,4.2 ,42,0.0,0.0,249.0,80,66,BonScore ,Excellent,Moyen,1
